OBJECTID,advisorySpeed,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,lat,lng
1011478,,0,,0,2,,Null,2008/2009,TITIRANGI ROAD,GODLEY ROAD,,Non-Injury Crash,No,2009,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.9331689122542,174.659570648399
1011586,20,0,,0,2,,Null,2009/2010,LADIES MILE,MARUA ROAD,,Non-Injury Crash,No,2009,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.8903381412151,174.813027189479
1011706,,0,0,0,0,0,Null,2008/2009,FRASER ST,SH 2A,,Non-Injury Crash,Yes,2009,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,4,0,0,0,0,0,,0,1,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,1,0,,Tauranga City,Traffic Signals,1,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.7068651942778,176.158943594581
1011794,,0,0,0,2,0,South,2009/2010,SPINNAKER DRIVE,LEEWARD DRIVE,,Non-Injury Crash,No,2009,0,South,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Porirua City,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null,-41.1063288232089,174.888950439308
1011893,,0,,0,2,,Null,2008/2009,SH 2,LATHAM ST,,Non-Injury Crash,Yes,2009,,South,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Napier City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-39.5031190339714,176.908533368365
1012014,,1,0,0,1,0,Null,2009/2010,PAPANUI ROAD,WYNDHAM ST,,Non-Injury Crash,No,2009,0,North,0,0,1,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Christchurch City,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null,-43.4978229451205,172.608595301236
1012102,,0,0,0,1,0,West,2009/2010,APIRANA AVENUE,PILKINGTON ROAD,,Non-Injury Crash,No,2009,0,East,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,1-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.8838466583011,174.856913357143
1070949,,0,0,0,1,0,South,2010/2011,WAINUI ROAD,BURMA ROAD,,Non-Injury Crash,No,2010,0,South,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,1,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Whakatane District,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null,-38.0079997586407,177.061171266719
1071072,,0,,0,1,,West,2010/2011,MOUNT ALBERT ROAD,KITENUI AVENUE,,Minor Crash,No,2010,,West,,0,,Flat,,Christmas New Year,,,,Bright sun,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null,-36.8866650980508,174.719369728823
1071222,,0,,0,2,,South,2009/2010,SYMONDS ST,KARANGAHAPE ROAD,,Non-Injury Crash,No,2010,,South,,0,,Flat,,,,,,Twilight,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8592359941138,174.763117607953
1071340,,0,,0,1,,North,2010/2011,SH 1N,SHELLY BEACH OBR,,Non-Injury Crash,Yes,2010,,North,,0,,Hill Road,,,,,,Dark,0,0,0,4,,,0,,,,,,Auckland Region,Bridge,1-way,Sealed,,0,0,,80,,On,0,0,,Auckland,Unknown,,,,,0,0,Open,1,,,Fine,Null,-36.8368396660116,174.74157781323
1071490,,0,0,0,1,0,East,2010/2011,KAWHIA ROAD,PLATEAU ROAD,,Non-Injury Crash,No,2010,0,East,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,Waikato District,Nil,0,0,0,1,0,0,Urban,0,0,0,Fine,Null,-37.9050005954957,174.901348150025
1071574,,0,,0,2,,Null,2009/2010,RANOLF ST,PUKUATUA ST,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Rotorua District,Give way,,,,,0,0,Urban,0,,,Light rain,Null,-38.1368820404044,176.24723156251
1071682,,0,0,0,1,0,South,2010/2011,SH 1N,STAFFORD OFF NBD,,Non-Injury Crash,Yes,2010,0,North,0,0,0,Hill Road,1,,0,,0,Dark,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Bridge,1-way,Sealed,0,0,0,0,80,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-36.8210785490787,174.749931671672
1071793,65,0,,0,1,,Null,2009/2010,NGUNGURU ROAD,MARUATA ROAD,,Non-Injury Crash,No,2010,,East,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,80,,None,0,0,,Whangarei District,Give way,,,,,0,0,Open,0,,,Light rain,Null,-35.6681514706786,174.35478784511
1071884,,0,,0,1,,North,2010/2011,GOLDEN STAIRS ROAD,SWAMP ROAD,,Minor Crash,No,2010,,North,,0,,Hill Road,,,,,,Overcast,1,0,0,1,,,0,,,,,,Northland Region,Nil,2-way,Unsealed,,0,0,,100,,None,0,0,,Kaipara District,Nil,,,,,1,0,Open,0,,,Fine,Null,-36.0359405339359,174.304563635099
1072039,,0,0,0,2,0,West,2009/2010,TI RAKAU DRIVE,GOSSAMER DRIVE,,Non-Injury Crash,No,2010,0,East,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,4,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,60,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Heavy rain,Null,-36.9234210185468,174.883984708816
1072190,,0,,0,2,,Null,2010/2011,VICTORIA ST,EASON ST,,Minor Crash,No,2010,,West,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Rotorua District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-38.1423501603609,176.251478225346
1072304,,0,0,0,2,0,Null,2010/2011,FERGUSON ST,FITZHERBERT AVENUE,,Minor Crash,No,2010,0,West,0,0,0,Flat,0,,0,,0,Dark,3,0,0,5,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Palmerston North City,Traffic Signals,1,0,0,0,0,0,Urban,0,0,0,Heavy rain,Null,-40.3594033893803,175.613627786608
1072398,,0,,0,2,,East,2010/2011,ALPERS AVENUE,GILLIES AVENUE,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-36.8748792164335,174.773686592967
1072498,,0,0,0,2,0,North,2010/2011,KENT TERRACE,PIRIE ST,,Non-Injury Crash,No,2010,0,South,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,3,0,0,0,0,0,,0,0,Wellington Region,Nil,1-way,Sealed,0,0,0,0,50,0,Null,0,0,,Wellington City,Nil,0,0,0,0,0,0,Urban,0,1,0,Light rain,Null,-41.2967469564835,174.782514781874
1072621,,0,0,0,1,0,Null,2009/2010,NOTTINGHAM DRIVE,ST JOHNS AVENUE,,Minor Crash,No,2010,0,East,0,0,1,Flat,0,,0,,0,Overcast,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Hamilton City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.7817287815435,175.30864494664
1072738,,0,,0,2,,East,2010/2011,GREAT NORTH ROAD,TRADING PLACE,,Non-Injury Crash,No,2010,,East,,0,,Flat,,,,,,Bright sun,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8796172122638,174.63438880896
1072862,,0,,0,1,,West,2009/2010,TE RAPA ROAD,VERCOE ROAD,,Minor Crash,No,2010,,West,,0,,Flat,,,,,,Dark,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,60,,On,0,0,,Hamilton City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-37.7669285749289,175.258157343718
1072952,,0,0,0,1,0,North,2009/2010,SH 1N,AIRLIE OFF NBD,,Non-Injury Crash,Yes,2010,0,North,0,0,0,Hill Road,0,,0,,0,Twilight,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,1-way,Sealed,0,0,0,0,100,0,Off,0,0,,Porirua City,Nil,0,0,0,0,1,0,Open,0,1,0,Light rain,Null,-41.0578696572613,174.876222324794
1073057,,0,,0,2,,Null,2010/2011,HAMPSHIRE ST,BROCKENHURST ST,,Minor Crash,No,2010,,North,,0,,Flat,,,,,,Bright sun,2,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-43.5065882587305,172.706131791307
1073188,,0,,0,1,,West,2010/2011,KAIPATIKI ROAD,EASTON PARK PARADE,,Minor Crash,No,2010,,East,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-36.7796699916548,174.713435267225
1073288,,0,0,0,1,0,North,2009/2010,NORTH ROAD,GRIGG ST,,Non-Injury Crash,No,2010,0,North,0,0,0,Flat,0,,1,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,0,0,,Far North District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-35.1084097988033,173.258626996533
1073399,,0,,0,1,,South,2009/2010,RIVERTON-OTAUTAU ROAD,FLETCHER ROAD,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,100,,Null,1,0,,Southland District,Nil,,,,,0,0,Open,0,,,Fine,Null,-46.2233193561686,168.050595728565
1073490,,0,,0,1,,East,2009/2010,NEWTON ROAD,FRANCE ST SOUTH,,Non-Injury Crash,No,2010,,East,,0,,Hill Road,,,,,,Dark,0,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-36.8631166217113,174.757923391394
1073577,,0,,0,2,,South,2010/2011,HAYCOCK AVENUE,JOHN DAVIS ROAD,,Minor Crash,No,2010,,South,,0,,Hill Road,,,,,,Dark,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.9134217779889,174.719038626127
1073665,,0,0,0,1,0,Null,2009/2010,SUFFOLK ROAD,SAXTON ROAD,,Non-Injury Crash,No,2010,0,South,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Nelson Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Nelson City,Nil,0,1,0,0,0,0,Urban,0,0,0,Fine,Null,-41.3289036210404,173.220608714332
1073784,,0,0,0,2,0,Null,2009/2010,Z CPK COUNTDOWN,GEORGE ST,,Minor Crash,No,2010,0,West,0,0,0,Flat,0,,0,,1,Overcast,1,0,0,0,0,0,0,0,1,,0,0,Marlborough Region,Nil,Off road,Sealed,0,0,0,0,50,0,Null,0,0,,Marlborough District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-41.5137036367903,173.954130028586
1073898,,0,,0,1,,North,2009/2010,HOWE ST,HOPETOUN ST,,Minor Crash,No,2010,,North,,0,,Hill Road,,,,,,Bright sun,1,0,1,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8573501624352,174.754729155994
1073992,,0,,0,1,,South,2010/2011,LINCOLN ROAD,LINCOLN OFF EBD,,Non-Injury Crash,No,2010,,South,,0,,Hill Road,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.84768459715,174.631577766862
1074108,,0,0,0,3,0,South,2009/2010,MASEFIELD AVENUE,PERCY SPILLER AVENUE,,Minor Crash,No,2010,0,North,0,0,0,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,1,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Napier City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-39.5196754434002,176.907927606151
1074201,,0,0,0,1,0,South,2010/2011,SH 2,TAURANGA STM BR,,Non-Injury Crash,Yes,2010,0,South,0,0,0,Hill Road,0,,0,,0,Dark,0,0,0,2,0,0,0,1,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Ōpōtiki District,Nil,0,0,0,0,0,0,Open,0,0,1,Light rain,Null,-38.2057967659437,177.302570918314
1074293,,0,,0,4,,South,2009/2010,ONEHUNGA MALL,TRAFALGAR ST,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.9160262597079,174.784450027891
1075440,,0,,0,1,,Null,2009/2010,TE MATAI ROAD,TE PUKE HIGHWAY,,Minor Crash,No,2010,,North,,0,,Flat,,,,,,Bright sun,2,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,,Western Bay of Plenty District,Stop,,,,,0,0,Open,1,,,Fine,Null,-37.7905966318474,176.344384422932
1075598,,0,,0,2,,West,2010/2011,GREAT BURKE ST,SH 3,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,70,,Null,0,0,,Waipa District,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-37.9192531235061,175.3062053166
1075695,,0,,0,0,,West,2010/2011,MCLEANS ISLAND ROAD,COXS ROAD,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Dark,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,80,,On,0,0,,Christchurch City,Nil,,,,,0,0,Open,2,,,Fine,Null,-43.4760173543485,172.517448682097
1075784,,0,0,0,1,0,Null,2009/2010,SWANSON ROAD,UNIVERSAL DRIVE,,Minor Crash,No,2010,0,North,0,0,0,Flat,0,,0,,0,Overcast,1,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Give way,0,0,0,1,0,0,Urban,0,0,0,Fine,Null,-36.8607813381886,174.611766058345
1075874,,0,,0,2,,Null,2010/2011,FIRTH ST,WELLINGTON ST,,Non-Injury Crash,No,2011,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.7948460275074,175.296834241331
1075991,,0,,0,2,,North,2010/2011,FRESWICK ST,KINROSS ST,,Minor Crash,No,2010,,North,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Marlborough District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-41.51471209049,173.961742629175
1076074,,0,0,0,2,0,North,2011/2012,LOOP ROAD,SH 2,,Non-Injury Crash,No,2011,0,West,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Western Bay of Plenty District,Unknown,0,0,0,0,0,0,Urban,0,1,0,Fine,Null,-37.6956057825507,176.062957854897
1076165,,0,,0,2,,Null,2010/2011,MARSHLAND ROAD,LAKE TERRACE ROAD,,Non-Injury Crash,No,2010,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-43.4945341273008,172.661491120808
1076245,,0,,0,2,,Null,2011/2012,SH 1N KARO,VICTORIA ST,,Non-Injury Crash,Yes,2011,,North,,0,,Flat,,,,,,Dark,0,0,0,5,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,On,0,0,,Wellington City,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-41.2960671063606,174.771711517817
1076330,,0,,0,1,,East,2010/2011,PAKURANGA ROAD,BUCKLANDS BEACH ROAD,,Minor Crash,No,2010,,West,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.8978207407885,174.906753412386
1076438,,0,,0,2,,North,2011/2012,WALLACE ST,HOWARD ST,,Minor Crash,No,2011,,South,,0,,Hill Road,,,,,,Dark,1,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Wellington City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.3047884413462,174.775065240579
1076518,,0,,0,1,,Null,2010/2011,LAURENT ROAD NORTH,VICTORIA ROAD,,Non-Injury Crash,Yes,2010,,West,,0,,Flat,,,,,,Bright sun,0,0,0,1,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,70,,Off,0,0,,Waipa District,Give way,,,,,0,0,Urban,1,,,Fine,Null,-37.8612976946826,175.45517926052
1076598,,0,,0,0,,West,2011/2012,SH 12,TE PAHI RIVER DRIVE,,Non-Injury Crash,Yes,2011,,East,,0,,Hill Road,,,,,,Twilight,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Kaipara District,Nil,,,,,1,0,Open,0,,,Fine,Null,-36.107487283475,174.257941179397
1076697,,0,,0,2,,Null,2009/2010,GREENLANE INT,GREEN LANE EAST,,Non-Injury Crash,No,2010,,East,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.8887504592693,174.797695303556
1076777,,0,0,0,1,0,Null,2010/2011,SH 3,TUPOKI ROAD,,Non-Injury Crash,Yes,2011,0,North,0,0,1,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,1,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,New Plymouth District,Stop,0,0,0,0,0,0,Open,0,0,0,Light rain,Null,-38.9410276597685,174.533234861775
1076859,,0,0,0,1,0,Null,2009/2010,TOTARA ST,LANSDOWNE CRESCENT,,Serious Crash,No,2010,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,1,Wellington Region,Nil,2-way,Sealed,0,0,2,0,50,0,On,0,0,,Masterton District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-40.9416128886555,175.67480150007
1076947,,0,0,0,0,0,North,2010/2011,SH 35,MAKARIKA ROAD,,Non-Injury Crash,Yes,2010,0,North,0,0,1,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,1,Gisborne Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,1,0,,Gisborne District,Nil,0,0,0,0,0,0,Open,0,0,1,Fine,Null,-37.9465940113855,178.251029502064
1077036,,0,0,0,1,0,West,2009/2010,FAIRFIELD ROAD,GARDINER PLACE,,Serious Crash,No,2010,0,South,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,1,0,50,0,Null,0,0,,Hamilton City,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Null,-37.7688070297169,175.278534703696
1077119,,0,,0,3,,Null,2011/2012,BOUNDARY ROAD,WHITIORA BR,,Non-Injury Crash,No,2011,,West,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Waikato Region,Bridge,2-way,Sealed,,0,0,,50,,Null,0,0,,Hamilton City,Unknown,,,,,0,0,Urban,0,,,Fine,Null,-37.7766515304055,175.276902286506
1077199,,0,,0,1,,East,2009/2010,LIVERPOOL CRESCENT,TILBURY ST,,Non-Injury Crash,No,2010,,East,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Hastings District,Nil,,,,,1,0,Urban,0,,,Fine,Null,-39.6311980900607,176.790552163378
1077284,,0,0,0,1,0,North,2011/2012,SH 1N,HAWKESTONE OBR,,Minor Crash,Yes,2011,0,North,0,0,0,Flat,1,,0,,0,Overcast,1,0,0,3,0,0,0,0,0,,0,1,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Wellington City,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null,-41.2744287783245,174.774827318991
1077389,,0,,0,2,,East,2010/2011,REDOUBT ROAD,GREAT SOUTH ROAD,,Non-Injury Crash,No,2010,,East,,0,,Hill Road,,,,,,Bright sun,0,0,0,6,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.9924171793051,174.886213867956
1077492,,0,0,0,1,0,North,2010/2011,DOMINION ROAD,MOUNT ALBERT ROAD,,Non-Injury Crash,No,2010,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,5,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,1,1,0,Fine,Null,-36.9028886014071,174.742303783044
1077573,,0,0,0,1,0,North,2010/2011,WAINUI ROAD,BURMA ROAD,,Non-Injury Crash,No,2010,0,North,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,1,0,,0,0,Bay of Plenty Region,Bridge,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Whakatane District,Unknown,0,0,0,0,0,0,Open,0,0,1,Mist or Fog,Null,-37.9961165414706,177.056291998396
1077660,,0,,0,1,,North,2010/2011,SH 1S,SH 79,,Serious Crash,Yes,2010,,North,,0,,Flat,,Labour Weekend,,,,Bright sun,0,0,1,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,Timaru District,Nil,,,,,0,0,Open,0,,,Fine,Null,-44.0666811132455,171.371010830544
1077745,,0,,0,0,,Null,2010/2011,GREY ST,LICHFIELD ROAD,,Minor Crash,No,2011,,South,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,South Waikato District,Give way,,,,,0,0,Urban,0,,,Heavy rain,Null,-38.0600914697524,175.770570427774
1077832,,0,,1,1,,Null,2010/2011,OXFORD TERRACE,HARRISON CRESCENT,,Non-Injury Crash,No,2010,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,1,0,,50,,Null,0,0,,Lower Hutt City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-41.2000474841281,174.942160439248
1077912,,0,,0,2,,North,2010/2011,SH 1N,PRINCES OBR,,Non-Injury Crash,Yes,2010,,North,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null,-36.9383795196232,174.853273218853
1077997,65,0,0,0,1,0,North,2010/2011,POIHIPI ROAD,SCORIA ROAD,,Non-Injury Crash,No,2010,0,South,0,0,0,Hill Road,1,Christmas New Year,0,,0,Overcast,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Taupo District,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Strong wind,-38.6556851440168,176.062536354912
1078077,,0,,0,0,,Null,2011/2012,HIBISCUS COAST HIGHWAY,WAINUI ROAD,,Serious Crash,No,2011,,South,,0,,Hill Road,,,,,,Dark,0,0,0,4,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,1,,80,,On,0,0,,Auckland,Nil,,,,,0,0,Open,1,,,Fine,Null,-36.6165575498937,174.679895972181
1078160,,0,,0,1,,Null,2010/2011,ORCHARD ROAD,WAIRAKEI ROAD,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,Christchurch City,Stop,,,,,0,0,Urban,0,,,Fine,Null,-43.4855576844936,172.549513232478
1078252,,0,,0,1,,Null,2009/2010,HOBSON ST,VICTORIA ST WEST,,Non-Injury Crash,No,2010,,South,,0,,Flat,,,,,,Dark,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,On,1,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.847990649643,174.761670470067
