OBJECTID,advisorySpeed,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,lat,lng
1078340,,0,,0,2,,East,2010/2011,PAKURANGA HIGHWAY,WAIPUNA ROAD,,Non-Injury Crash,No,2010,,East,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,Off,0,0,,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null,-36.9110375888571,174.85416028396
1078427,,0,,0,2,,Null,2010/2011,RIVERSDALE DRIVE,TE NGAERE PLACE,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,New Plymouth District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-39.0633448964734,174.107800048096
1078512,,0,,0,1,,South,2009/2010,PONSONBY ROAD,MACKELVIE ST,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Dark,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,40,,On,0,0,,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null,-36.8568178210306,174.747426260928
1078596,,0,,0,1,,Null,2009/2010,LINDISFARNE ST,YARROW ST,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Invercargill City,Stop,,,,,0,0,Urban,1,,,Fine,Null,-46.407403465372,168.369108081827
1078676,,0,0,0,0,0,North,2010/2011,WAIPA ST,KAURI ROAD,,Minor Crash,No,2010,0,North,0,0,1,Hill Road,0,,0,,0,Bright sun,1,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-36.807790009746,174.706708451111
1078760,,0,0,0,1,0,West,2010/2011,PIAKO ROAD,MATUKU ROAD,,Minor Crash,No,2011,0,East,0,0,1,Flat,0,,0,,0,Bright sun,4,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Matamata-Piako District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.6707111422634,175.470286581068
1078850,,0,0,0,0,0,Null,2009/2010,CASHMERE ROAD,HOON HAY VALLEY ROAD,,Minor Crash,No,2010,0,East,1,0,0,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,80,0,On,1,0,,Christchurch City,Give way,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-43.5862093112214,172.598472643217
1078933,,0,,0,2,,Null,2009/2010,ADELAIDE ROAD,KING ST,,Non-Injury Crash,No,2010,,North,,0,,Flat,,,,,,Twilight,0,0,0,4,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Wellington City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-41.3035376699945,174.779068589216
1079015,,0,0,0,2,0,West,2010/2011,DAVIES LANE,BELT ROAD,,Non-Injury Crash,No,2010,0,West,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,0,0,0,0,0,1,,0,0,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,New Plymouth District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-39.0620522375619,174.05777943024
1079107,,0,,0,1,,Null,2010/2011,TAWA OFF NBD,TAKAPU ROAD,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,Null,0,0,,Wellington City,Give way,,,,,1,0,Urban,0,,,Light rain,Null,-41.1854815450648,174.831203542634
1079187,,0,0,0,0,0,West,2010/2011,SH 3,TURANGI ROAD LOWER,,Non-Injury Crash,Yes,2010,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,1,0,,0,1,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,New Plymouth District,Nil,0,0,0,0,1,0,Open,0,0,0,Light rain,Null,-38.9957469323059,174.312585773169
1079269,,0,0,0,1,0,Null,2010/2011,NAIRN ST,SHETLAND ST,,Non-Injury Crash,No,2010,0,North,0,0,0,Flat,0,Labour Weekend,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,1,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Dunedin City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-45.8618591043799,170.489180818401
1079349,,0,0,0,1,0,West,2009/2010,EAST TAMAKI ROAD,ACCENT DRIVE,,Serious Crash,No,2010,0,East,0,0,1,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,1,0,70,0,On,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.9519911618165,174.899355033079
1079436,,1,,0,1,,Null,2010/2011,GREENLANE INT,GREENLANE OFF SBD,,Minor Crash,No,2010,,East,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Auckland Region,Motorway ramp,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.8885138046182,174.797252131738
1079517,,0,,0,2,,Null,2009/2010,WILLOWPARK ROAD SOUTH,LYNDON ROAD EAST,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Hastings District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-39.6480400944409,176.846102994587
1079601,,0,0,0,1,1,North,2009/2010,SH 2,GARFIELD ROAD,,Non-Injury Crash,Yes,2010,0,South,0,0,1,Hill Road,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,Tararua District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-40.0814250854961,176.198231460121
1079681,,0,,0,0,,North,2009/2010,HIGHCLIFF ROAD,SANDYMOUNT ROAD,,Minor Crash,No,2010,,North,,0,,Hill Road,,,,,,Overcast,2,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,Dunedin City,Unknown,,,,,0,0,Open,2,,,Fine,Null,-45.8658597117661,170.637447132585
1079762,,0,,0,2,,South,2009/2010,SH 1N,KHYBER PASS OBR,,Non-Injury Crash,Yes,2010,,North,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,Null,0,0,,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null,-36.8704425476452,174.772013403248
1079849,,0,,0,1,,North,2010/2011,SH 36,JACKSON ROAD,,Serious Crash,Yes,2010,,South,,0,,Hill Road,,,,,,Bright sun,0,0,1,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,1,,100,,Null,0,0,,Rotorua District,Unknown,,,,,0,0,Open,1,,,Fine,Null,-38.004798251377,176.208155056058
1079930,,0,,0,2,,North,2010/2011,SH 4,OPOTIKI ROAD,,Non-Injury Crash,Yes,2010,,North,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Ruapehu District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-38.8117349751215,175.22233173185
1080016,,0,,0,2,,Null,2010/2011,FANSHAWE ST,HOBSON ST,,Non-Injury Crash,No,2010,,West,,0,,Flat,,,,,,Twilight,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.8444975429035,174.763216437508
1080096,,0,0,0,0,0,North,2009/2010,WAIPAPA ROAD,RANGINUI ROAD,,Non-Injury Crash,No,2010,0,North,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,1,0,,Taupo District,Unknown,0,0,0,1,0,0,Open,0,0,0,Mist or Fog,Null,-38.3147035637418,175.682061743769
1080176,,0,,0,2,,East,2011/2012,ARCHERS ROAD,POLAND ROAD,,Non-Injury Crash,No,2012,,West,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null,-36.7781724245771,174.742680721888
1080256,,0,,0,0,,West,2011/2012,NGUNGURU ROAD,ROCKINGHAM ROAD,,Non-Injury Crash,No,2011,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,Whangarei District,Nil,,,,,0,0,Open,1,,,Fine,Null,-35.663390917926,174.375487947401
1080336,,0,,0,2,,Null,2013/2014,SH 8,SH 1S,,Minor Crash,Yes,2013,,South,,0,,Flat,,,,,,Bright sun,1,0,0,1,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,Clutha District,Give way,,,,,0,0,Open,0,,,Fine,Null,-46.1296316791465,169.923036675037
1080416,,0,0,0,2,0,South,2012/2013,NEW NORTH ROAD,MOUNT ALBERT ROAD,,Non-Injury Crash,No,2012,0,South,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.8841527139706,174.715464728906
1080496,,0,,0,2,,Null,2012/2013,CAMBRIDGE TERRACE,VIVIAN ST,,Non-Injury Crash,Yes,2012,,East,,0,,Flat,,,,,,Overcast,0,0,0,3,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,Null,0,0,,Wellington City,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-41.2970612074644,174.781997829586
1080576,,0,,0,1,,North,2012/2013,SH 1N,MANUKAU OFF SBD,,Non-Injury Crash,Yes,2012,,South,,0,,Flat,,,,,,Twilight,0,0,0,4,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,On,0,0,,Auckland,Nil,,,,,0,0,Open,1,,,Fine,Null,-36.9884976694363,174.886139523001
1080656,,0,,0,1,,West,2010/2011,CHURCH ST,ASHLEY ST,,Non-Injury Crash,No,2011,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Palmerston North City,Nil,,,,,0,0,Urban,1,,,Fine,Null,-40.3564439891678,175.613843124235
1080736,,0,,0,1,,Null,2011/2012,SH 1N,KILLARNEY ROAD,,Non-Injury Crash,Yes,2012,,West,,0,,Flat,,,,,,Bright sun,0,0,0,4,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,60,,Null,0,0,,Hamilton City,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null,-37.7949430035072,175.260622776717
1080816,,0,,0,1,,Null,2012/2013,GLENGARRY ROAD,PHILLIP AVENUE,,Non-Injury Crash,No,2012,,East,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null,-36.9232152826822,174.636385641077
1080896,,0,0,0,0,0,East,2012/2013,HENRY WIGRAM PLACE,SPRINGS ROAD,,Non-Injury Crash,No,2012,0,West,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Christchurch City,Unknown,0,0,0,0,1,0,Urban,1,0,0,Fine,Null,-43.5452308194349,172.545442152154
1080976,,0,0,0,1,0,West,2011/2012,KARANGAHAPE ROAD,MERCURY LANE,,Non-Injury Crash,No,2012,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,4,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-36.8576934651269,174.758943236626
1081056,,0,,0,1,,Null,2012/2013,MOUNT ALBERT ROAD,MOUNT EDEN ROAD,,Non-Injury Crash,No,2013,,West,,0,,Hill Road,,,,,,Bright sun,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,2,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.9091566276072,174.758564258402
1081136,,0,0,0,1,0,West,2012/2013,WAIRAKEI ROAD,CHARLCOTT ST,,Non-Injury Crash,No,2012,0,East,0,0,1,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Christchurch City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-43.4934242946776,172.57454961612
1081216,,0,0,0,1,0,West,2011/2012,HAMILTON ST,THE STRAND,,Non-Injury Crash,No,2012,0,West,0,0,0,Flat,0,,0,,0,Dark,0,0,0,2,0,0,0,0,1,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,1,0,,Tauranga City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.6822790433277,176.169610455103
1081296,,0,,0,0,,Null,2012/2013,SH 1N,CURRAN ON NBD,,Non-Injury Crash,Yes,2012,,North,,0,,Hill Road,,,,,,Overcast,0,0,0,2,,,0,,,,,,Auckland Region,Bridge,1-way,Sealed,,0,0,,80,,Off,1,0,,Auckland,Nil,,,,,1,0,Open,0,,,Heavy rain,Null,-36.8360768700331,174.741964199339
1081376,,0,,0,2,,South,2012/2013,SH 73,BLENHEIM ROAD,,Non-Injury Crash,Yes,2012,,North,,0,,Hill Road,,,,,,Bright sun,0,0,0,6,,,0,,,,,,Canterbury Region,Bridge,2-way,Sealed,,0,0,,50,,Null,1,0,,Christchurch City,Unknown,,,,,0,0,Urban,1,,,Fine,Null,-43.5398179068965,172.568319434626
1081456,,0,,0,1,,South,2011/2012,GLADSTONE ROAD,ROEBUCK ROAD,,Non-Injury Crash,No,2012,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Gisborne Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Gisborne District,Nil,,,,,1,0,Urban,0,,,Light rain,Null,-38.6590022793143,178.015820763001
1081536,,0,0,0,1,0,West,2011/2012,LAKE MONOWAI ROAD,BLACKMOUNT-REDCLIFF ROAD,,Non-Injury Crash,No,2012,0,West,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,1,0,1,0,0,0,,0,0,Southland Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,0,0,,Southland District,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null,-45.781820440525,167.60648531385
1081616,,0,0,0,1,0,West,2011/2012,SH 1N,PUKETIRAU ROAD,,Minor Crash,Yes,2012,0,South,0,0,1,Flat,0,,0,,1,Bright sun,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,South Waikato District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.9833474846026,175.705340711392
1081696,,0,0,0,1,0,Null,2012/2013,DUKE ST,PAPANUI ST,,Non-Injury Crash,No,2012,0,South,0,0,1,Flat,0,,0,,1,Dark,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,South Waikato District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-38.2228690567716,175.863973061087
1081776,,0,,0,1,,Null,2012/2013,COMMERCE ST,GORGE ROAD,,Non-Injury Crash,No,2012,,South,,0,,Flat,,Labour Weekend,,,,Bright sun,0,0,1,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Whakatane District,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.9629735946502,176.991753570437
1081856,,0,,0,2,,Null,2012/2013,SWANSON ROAD,RATHGAR ROAD,,Non-Injury Crash,No,2013,,East,,0,,Flat,,,,,,Dark,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-36.8711093605062,174.62049813758
1081936,,0,0,1,1,0,South,2011/2012,NORMAN SPENCER DRIVE,PUHINUI ROAD,,Non-Injury Crash,No,2012,0,North,0,0,0,Flat,0,,0,,0,Bright sun,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-36.9852974943456,174.867365224449
1082016,,0,,0,2,,South,2012/2013,SH 6,DON ST,,Non-Injury Crash,Yes,2012,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Invercargill City,Unknown,,,,,0,0,Urban,0,,,Light rain,Null,-46.4109073400285,168.347260921256
1082096,,0,,0,1,,Null,2011/2012,CHADWICK ROAD,CAMERON ROAD,,Non-Injury Crash,No,2012,,West,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,Tauranga City,Give way,,,,,0,0,Urban,0,,,Fine,Null,-37.7261017068727,176.132616390245
1082176,,0,0,0,1,0,West,2011/2012,PINNACLE PLACE,HIGHVIEW DRIVE,,Non-Injury Crash,No,2012,0,North,0,0,0,Flat,0,,0,,0,Overcast,0,0,0,2,0,0,0,0,1,,0,0,Nelson Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,Nelson City,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null,-41.297966011481,173.24954110013
1082256,,0,,0,2,,Null,2011/2012,SH 1S,TRAFALGAR ST,,Non-Injury Crash,Yes,2012,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,Timaru District,Stop,,,,,0,0,Urban,0,,,Fine,Null,-44.3878732745043,171.242855372838
1082336,,0,0,0,2,0,West,2013/2014,ABBOTTS WAY,NGAHUE DRIVE,,Minor Crash,No,2013,0,East,0,0,0,Flat,0,,0,,0,Bright sun,1,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,Auckland,Nil,0,0,0,0,1,0,Urban,0,0,0,Fine,Null,-36.8876173932855,174.828234456053
1082416,,0,0,0,1,0,North,2012/2013,ARAPUNI ROAD,PEARSON ROAD,,Minor Crash,No,2012,0,South,0,0,1,Flat,0,,0,,0,Overcast,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,South Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null,-38.0517515913898,175.718352873775
1082496,,0,,0,2,,North,2012/2013,TI RAKAU DRIVE,MATTSON ROAD,,Non-Injury Crash,No,2013,,North,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,60,,Off,0,0,,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null,-36.9164887932939,174.872656453721
1082576,,0,,0,0,,North,2011/2012,SH 1S,CORBETT ROAD,,Non-Injury Crash,Yes,2012,,South,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,Null,1,0,50,Waitaki District,Unknown,,,,,1,0,Open,0,,,Fine,Null,-45.0022046014151,171.051573059811
1082656,,1,,0,1,,Null,2011/2012,PEVEREL ST,RATTRAY ST,,Minor Crash,No,2012,,South,,0,,Flat,,,,,,Bright sun,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Nil,,,,,0,0,Urban,0,,,Fine,Null,-43.5336202724277,172.592101394871
1082736,,0,,0,1,,Null,2012/2013,TARGET ROAD,ELLICE ROAD,,Minor Crash,No,2013,,North,,0,,Hill Road,,,,,,Overcast,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,1,,,Light rain,Null,-36.7661110548277,174.73412845468
1082816,,0,0,0,1,0,Null,2012/2013,GRANDE VUE ROAD,TAMPIN ROAD,,Non-Injury Crash,No,2012,0,East,0,0,0,Hill Road,0,,0,,0,Twilight,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null,-37.0129292304033,174.894239856983
1082896,,0,,0,2,,Null,2012/2013,MARINE PARADE,RUA ROAD,,Non-Injury Crash,No,2012,,North,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Kapiti Coast District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-40.900173183012,174.977580336581
1082976,,0,,0,1,,Null,2012/2013,SH 75,AIDANFIELD DRIVE,,Minor Crash,Yes,2012,,North,,0,,Flat,,,,,,Overcast,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,80,,Null,1,0,,Christchurch City,Give way,,,,,0,0,Open,0,,,Fine,Null,-43.5664791236322,172.575472223493
1083056,,0,,0,2,,Null,2013/2014,MOTATAU ROAD,HOLROYD PLACE,,Non-Injury Crash,No,2013,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null,-36.9649066376618,174.86469911212
1083136,,0,,0,1,,South,2011/2012,SMART ROAD,DEVON ROAD,,Non-Injury Crash,No,2012,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,New Plymouth District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-39.0511460160107,174.111388342644
1083216,,0,,0,2,,Null,2012/2013,BLENHEIM ROAD,ACHERON DRIVE W,,Non-Injury Crash,No,2012,,West,,0,,Flat,,,,,,Twilight,0,0,0,4,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,60,,On,0,0,,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null,-43.5383805909454,172.586276740241
1083296,,0,,0,2,,South,2012/2013,HOUCHENS ROAD,SH 3,,Non-Injury Crash,No,2013,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Hamilton City,Stop,,,,,0,0,Urban,0,,,Fine,Null,-37.8250076857016,175.294031566016
1083376,,0,0,0,0,0,West,2011/2012,TAUPO BAY ROAD,BOWDEN ROAD,,Minor Crash,No,2012,0,East,1,0,0,Hill Road,0,,0,,0,Overcast,1,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Far North District,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Null,-34.985681520303,173.696901143887
1083456,,0,0,0,0,0,East,2012/2013,GALT ROAD,LAUDERDALE BUSH ROAD,,Minor Crash,No,2012,0,West,0,0,1,Hill Road,0,,0,,0,Bright sun,1,0,0,1,0,0,0,0,0,,0,0,Southland Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,0,0,,Gore District,Unknown,0,0,0,0,0,0,Open,1,0,0,Fine,Null,-46.2591793798501,168.920004373816
1083536,,0,,0,2,,Null,2012/2013,SH 1S,FRASERS ROAD,,Serious Crash,Yes,2013,,South,,0,,Flat,,,,,,Dark,1,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,100,,None,0,0,,Selwyn District,Stop,,,,,0,0,Open,0,,,Fine,Null,-43.6703635500735,172.166997414805
1083616,,0,,0,2,,North,2012/2013,MANAIA ROAD,OPUNAKE ROAD,,Non-Injury Crash,No,2012,,South,,0,,Hill Road,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,100,,Null,0,0,,Stratford District,Nil,,,,,0,0,Open,0,,,Fine,Null,-39.3306100526644,174.109847617277
1083696,,0,0,0,1,0,Null,2013/2014,HARRISVILLE ROAD,BARNABY ROAD N,,Minor Crash,No,2013,0,South,0,0,1,Flat,0,,0,,0,Dark,1,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,Waikato District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null,-37.2387555124722,174.95907039922
1083776,,0,,0,2,,East,2012/2013,SH 2 FITZHERBERT ST,DANIELL ST,,Non-Injury Crash,Yes,2012,,West,,0,,Flat,,,,,,Overcast,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,South Wairarapa District,Nil,,,,,0,0,Urban,0,,,Fine,Null,-41.117213401,175.324933430724
1083856,,0,,0,0,,North,2012/2013,ESTUARY ROAD,CRADOCK ST,,Non-Injury Crash,No,2012,,North,,0,,Flat,,,,,,Bright sun,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Christchurch City,Unknown,,,,,0,0,Urban,2,,,Fine,Null,-43.5242127099567,172.733096669074
1083936,,0,,0,2,,Null,2012/2013,WAI-ITI ROAD,SELWYN ST,,Non-Injury Crash,No,2012,,West,,0,,Flat,,,,,,Bright sun,0,0,0,3,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,Timaru District,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null,-44.3904085184829,171.237368145901
